# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
exon-XM_006296749.2-1	GENE_exon-XM_006296749.2-1	rna-XM_006296749.2	protein_coding	0	0	1	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
exon-XM_006297528.2-1	GENE_exon-XM_006297528.2-1	rna-XM_006297528.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006297549.2-1	GENE_exon-XM_006297549.2-1	rna-XM_006297549.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_006297690.2-1	GENE_exon-XM_006297690.2-1	rna-XM_006297690.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006297725.2-1	GENE_exon-XM_006297725.2-1	rna-XM_006297725.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006297878.2-1	GENE_exon-XM_006297878.2-1	rna-XM_006297878.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006297900.2-1	GENE_exon-XM_006297900.2-1	rna-XM_006297900.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_006298315.2-1	GENE_exon-XM_006298315.2-1	rna-XM_006298315.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_006298448.2-1	GENE_exon-XM_006298448.2-1	rna-XM_006298448.2	protein_coding	0	4	4	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	2	0	0	0	0	0	3	0
exon-XM_006298781.2-1	GENE_exon-XM_006298781.2-1	rna-XM_006298781.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
exon-XM_006299161.2-1	GENE_exon-XM_006299161.2-1	rna-XM_006299161.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_006299257.1-1	GENE_exon-XM_006299257.1-1	rna-XM_006299257.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006302807.2-1	GENE_exon-XM_006302807.2-1	rna-XM_006302807.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_006303074.2-1	GENE_exon-XM_006303074.2-1	rna-XM_006303074.2	protein_coding	0	17	5	398	5	1	7	0	0	0	0	114	0	105	5	0	0	0	0	3	0	0	0	0	0	13	170
exon-XM_006303115.2-1	GENE_exon-XM_006303115.2-1	rna-XM_006303115.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
exon-XM_006303122.2-1	GENE_exon-XM_006303122.2-1	rna-XM_006303122.2	protein_coding	0	10	0	386	4	0	1	0	0	0	0	161	0	38	0	0	0	0	0	1	0	0	0	0	0	9	183
exon-XM_006303130.2-1	GENE_exon-XM_006303130.2-1	rna-XM_006303130.2	protein_coding	0	2	5	328	11	0	3	0	0	0	0	158	0	0	5	0	0	0	0	0	0	0	0	0	0	2	156
exon-XM_006303146.2-1	GENE_exon-XM_006303146.2-1	rna-XM_006303146.2	protein_coding	0	19	0	265	1	0	4	0	0	0	0	160	0	22	0	0	0	0	0	0	0	0	0	0	0	19	78
exon-XM_006303148.2-1	GENE_exon-XM_006303148.2-1	rna-XM_006303148.2	protein_coding	0	4	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0
exon-XM_006303153.2-1	GENE_exon-XM_006303153.2-1	rna-XM_006303153.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
exon-XM_006303190.2-1	GENE_exon-XM_006303190.2-1	rna-XM_006303190.2	protein_coding	0	12	8	312	12	2	5	0	1	0	0	139	0	31	7	0	0	0	0	6	0	0	0	0	0	6	129
exon-XM_006303207.2-1	GENE_exon-XM_006303207.2-1	rna-XM_006303207.2	protein_coding	0	9	3	299	5	0	6	1	0	0	0	94	0	30	2	0	0	0	0	4	0	0	0	0	0	5	168
exon-XM_006303214.2-1	GENE_exon-XM_006303214.2-1	rna-XM_006303214.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_006303226.2-1	GENE_exon-XM_006303226.2-1	rna-XM_006303226.2	protein_coding	0	11	14	160	0	0	0	0	0	0	0	18	0	9	14	0	0	0	0	2	0	0	0	0	0	10	134
exon-XM_006303233.2-1	GENE_exon-XM_006303233.2-1	rna-XM_006303233.2	protein_coding	0	8	8	335	4	0	3	0	0	0	0	130	0	0	8	0	0	0	0	0	0	0	0	0	0	8	198
exon-XM_006303239.2-1	GENE_exon-XM_006303239.2-1	rna-XM_006303239.2	protein_coding	0	10	3	445	5	1	4	0	0	0	0	255	0	10	3	0	0	0	0	2	0	0	0	0	0	7	173
exon-XM_006303245.2-1	GENE_exon-XM_006303245.2-1	rna-XM_006303245.2	protein_coding	0	6	3	262	5	0	2	0	0	0	0	98	0	11	3	0	0	0	0	0	0	0	0	0	0	6	146
exon-XM_006303318.2-1	GENE_exon-XM_006303318.2-1	rna-XM_006303318.2	protein_coding	0	6	0	282	11	2	19	0	0	0	0	178	0	13	0	0	0	0	0	1	0	0	0	0	0	3	62
exon-XM_006303335.2-1	GENE_exon-XM_006303335.2-1	rna-XM_006303335.2	protein_coding	0	5	2	249	11	0	6	0	0	0	0	97	0	0	2	0	0	0	0	0	0	0	0	0	0	5	135
exon-XM_006303345.2-1	GENE_exon-XM_006303345.2-1	rna-XM_006303345.2	protein_coding	0	7	0	286	12	2	7	0	0	0	0	68	0	57	0	0	0	0	0	2	0	0	0	0	0	3	144
exon-XM_006303394.2-1	GENE_exon-XM_006303394.2-1	rna-XM_006303394.2	protein_coding	0	9	8	402	1	1	3	0	1	1	0	126	0	143	6	0	0	0	0	2	0	0	0	0	0	6	131
exon-XM_006303396.2-1	GENE_exon-XM_006303396.2-1	rna-XM_006303396.2	protein_coding	0	6	1	376	6	3	9	0	0	0	0	194	0	51	1	0	0	0	0	0	0	0	0	0	0	3	116
exon-XM_006303415.2-1	GENE_exon-XM_006303415.2-1	rna-XM_006303415.2	protein_coding	1	0	5	230	11	0	0	0	1	0	0	104	0	19	5	0	0	0	0	0	0	0	1	0	0	0	96
exon-XM_006303427.2-1	GENE_exon-XM_006303427.2-1	rna-XM_006303427.2	protein_coding	1	1	3	205	11	0	10	0	0	0	0	132	0	17	3	0	0	0	0	2	0	0	1	0	0	0	36
exon-XM_006303435.2-1	GENE_exon-XM_006303435.2-1	rna-XM_006303435.2	protein_coding	0	2	3	249	3	0	0	0	0	0	0	87	0	26	3	0	0	0	0	1	0	0	0	0	0	1	134
exon-XM_006303496.2-1	GENE_exon-XM_006303496.2-1	rna-XM_006303496.2	protein_coding	0	15	5	227	6	0	6	0	0	1	0	67	0	17	4	0	0	0	0	0	0	0	0	0	0	15	131
exon-XM_006303528.2-1	GENE_exon-XM_006303528.2-1	rna-XM_006303528.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006303536.2-1	GENE_exon-XM_006303536.2-1	rna-XM_006303536.2	protein_coding	0	27	18	353	16	1	5	0	0	0	0	162	0	0	18	0	0	0	0	0	0	0	0	0	0	26	170
exon-XM_006303543.2-1	GENE_exon-XM_006303543.2-1	rna-XM_006303543.2	protein_coding	0	11	14	267	3	0	1	0	0	0	0	108	0	24	14	0	0	0	0	0	0	0	0	0	0	11	131
exon-XM_006303574.2-1	GENE_exon-XM_006303574.2-1	rna-XM_006303574.2	protein_coding	0	4	2	351	6	0	4	0	0	0	0	169	0	0	2	0	0	0	0	0	0	0	0	0	0	4	172
exon-XM_006303586.2-1	GENE_exon-XM_006303586.2-1	rna-XM_006303586.2	protein_coding	1	15	9	268	9	0	9	0	0	0	0	87	0	15	9	0	0	1	0	2	0	0	0	0	0	13	150
exon-XM_006303597.2-1	GENE_exon-XM_006303597.2-1	rna-XM_006303597.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006303614.2-1	GENE_exon-XM_006303614.2-1	rna-XM_006303614.2	protein_coding	0	22	4	295	7	0	0	0	0	0	0	128	0	44	4	0	0	0	0	4	0	0	0	0	0	18	120
exon-XM_006303617.2-1	GENE_exon-XM_006303617.2-1	rna-XM_006303617.2	protein_coding	0	8	1	330	4	0	1	0	0	0	0	136	0	30	1	0	0	0	0	1	0	0	0	0	0	7	160
exon-XM_006303654.2-1	GENE_exon-XM_006303654.2-1	rna-XM_006303654.2	protein_coding	0	9	6	295	6	1	8	0	0	0	0	94	0	45	6	0	0	0	0	3	0	0	0	0	0	5	145
exon-XM_006303657.2-1	GENE_exon-XM_006303657.2-1	rna-XM_006303657.2	protein_coding	0	6	4	369	6	1	10	0	0	0	0	123	0	31	4	0	0	0	0	2	0	0	0	0	0	3	201
exon-XM_006303690.2-1	GENE_exon-XM_006303690.2-1	rna-XM_006303690.2	protein_coding	0	13	9	286	2	0	2	0	0	0	0	105	0	0	9	0	0	0	0	0	0	0	0	0	0	13	177
exon-XM_006303699.1-1	GENE_exon-XM_006303699.1-1	rna-XM_006303699.1	protein_coding	0	11	13	352	0	0	0	0	2	0	0	128	0	14	11	0	0	0	0	1	0	0	0	0	0	10	211
exon-XM_006303710.2-1	GENE_exon-XM_006303710.2-1	rna-XM_006303710.2	protein_coding	0	9	8	351	4	0	5	0	0	0	0	188	0	0	8	0	0	0	0	0	0	0	0	0	0	9	154
exon-XM_006303715.2-1	GENE_exon-XM_006303715.2-1	rna-XM_006303715.2	protein_coding	0	22	1	374	5	0	26	0	0	0	0	150	0	73	1	0	0	0	0	10	0	0	0	0	0	13	129
exon-XM_006303752.2-1	GENE_exon-XM_006303752.2-1	rna-XM_006303752.2	protein_coding	0	13	1	184	0	0	3	0	0	0	0	23	0	15	1	0	0	0	0	6	0	0	0	0	0	7	149
exon-XM_006303800.2-1	GENE_exon-XM_006303800.2-1	rna-XM_006303800.2	protein_coding	0	17	28	224	10	0	2	3	2	0	0	92	0	25	23	0	0	0	0	0	0	0	0	0	1	16	95
exon-XM_006303822.2-1	GENE_exon-XM_006303822.2-1	rna-XM_006303822.2	protein_coding	0	8	3	258	11	0	0	0	0	0	0	95	0	29	3	0	0	0	0	2	0	0	0	0	0	7	124
exon-XM_006303834.2-1	GENE_exon-XM_006303834.2-1	rna-XM_006303834.2	protein_coding	2	19	6	315	2	2	18	0	0	0	0	143	2	25	6	0	0	0	0	0	2	0	0	0	0	17	127
exon-XM_006303837.2-1	GENE_exon-XM_006303837.2-1	rna-XM_006303837.2	protein_coding	0	22	6	250	3	2	6	0	0	0	0	82	0	75	6	0	0	0	0	7	0	0	0	0	0	13	89
exon-XM_006303853.2-1	GENE_exon-XM_006303853.2-1	rna-XM_006303853.2	protein_coding	0	29	8	318	10	2	5	0	0	0	0	66	0	91	8	0	0	0	0	8	0	0	0	0	0	19	154
exon-XM_006303854.2-1	GENE_exon-XM_006303854.2-1	rna-XM_006303854.2	protein_coding	1	29	23	304	22	1	17	0	0	0	0	166	0	5	23	0	0	0	0	1	1	0	0	0	0	27	95
exon-XM_006303883.2-1	GENE_exon-XM_006303883.2-1	rna-XM_006303883.2	protein_coding	0	15	10	235	11	1	9	1	0	0	0	126	0	62	9	0	0	0	0	5	0	0	0	0	0	9	31
exon-XM_006303894.2-1	GENE_exon-XM_006303894.2-1	rna-XM_006303894.2	protein_coding	0	17	4	240	8	0	2	0	0	0	0	129	0	7	4	0	0	0	0	0	0	0	0	0	0	17	94
exon-XM_006303898.2-1	GENE_exon-XM_006303898.2-1	rna-XM_006303898.2	protein_coding	4	8	3	341	7	0	5	0	0	0	1	124	4	71	2	0	0	0	0	1	0	0	0	0	0	7	135
exon-XM_006303913.2-1	GENE_exon-XM_006303913.2-1	rna-XM_006303913.2	protein_coding	0	13	3	311	8	1	7	0	0	0	0	161	0	40	3	0	0	0	0	1	0	0	0	0	0	12	95
exon-XM_006303932.2-1	GENE_exon-XM_006303932.2-1	rna-XM_006303932.2	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006303947.2-1	GENE_exon-XM_006303947.2-1	rna-XM_006303947.2	protein_coding	0	19	14	313	20	0	2	0	0	0	0	113	0	0	14	0	0	0	0	1	0	0	0	0	0	18	178
exon-XM_006303952.2-1	GENE_exon-XM_006303952.2-1	rna-XM_006303952.2	protein_coding	0	0	6	248	4	0	2	0	0	0	0	92	0	0	6	0	0	0	0	0	0	0	0	0	0	0	150
exon-XM_006303964.2-1	GENE_exon-XM_006303964.2-1	rna-XM_006303964.2	protein_coding	2	6	13	283	8	0	2	2	0	1	0	116	1	22	10	0	0	0	0	1	0	0	2	0	0	5	136
exon-XM_006303971.2-1	GENE_exon-XM_006303971.2-1	rna-XM_006303971.2	protein_coding	0	3	4	264	2	1	3	0	0	0	0	91	0	17	4	0	0	0	0	1	0	0	0	0	0	1	152
exon-XM_006303977.2-1	GENE_exon-XM_006303977.2-1	rna-XM_006303977.2	protein_coding	0	15	7	346	7	0	5	0	0	0	0	208	0	31	7	0	0	0	0	0	0	0	0	0	0	15	95
exon-XM_006304000.2-1	GENE_exon-XM_006304000.2-1	rna-XM_006304000.2	protein_coding	0	7	14	245	5	0	1	0	1	0	0	129	0	15	13	0	0	0	0	2	0	0	0	0	0	5	96
exon-XM_006304005.2-1	GENE_exon-XM_006304005.2-1	rna-XM_006304005.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006304026.2-1	GENE_exon-XM_006304026.2-1	rna-XM_006304026.2	protein_coding	0	8	1	427	11	0	2	0	0	0	0	175	0	49	1	0	0	0	0	3	0	0	0	0	0	5	193
exon-XM_006304027.2-1	GENE_exon-XM_006304027.2-1	rna-XM_006304027.2	protein_coding	0	9	1	426	11	0	2	0	0	0	0	175	0	49	1	0	0	0	0	4	0	0	0	0	0	5	193
exon-XM_006304033.2-1	GENE_exon-XM_006304033.2-1	rna-XM_006304033.2	protein_coding	0	8	0	220	0	0	6	0	0	0	0	87	0	11	0	0	0	0	0	2	0	0	0	0	0	6	118
exon-XM_006304049.2-1	GENE_exon-XM_006304049.2-1	rna-XM_006304049.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006304051.2-1	GENE_exon-XM_006304051.2-1	rna-XM_006304051.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006304060.2-1	GENE_exon-XM_006304060.2-1	rna-XM_006304060.2	protein_coding	0	0	2	171	0	0	2	0	0	0	0	114	0	5	2	0	0	0	0	0	0	0	0	0	0	0	50
exon-XM_006304121.2-1	GENE_exon-XM_006304121.2-1	rna-XM_006304121.2	protein_coding	1	6	2	422	5	0	2	0	0	0	0	177	0	51	2	0	0	1	0	3	0	0	0	0	0	3	190
exon-XM_006304122.2-1	GENE_exon-XM_006304122.2-1	rna-XM_006304122.2	protein_coding	0	11	1	280	3	0	0	0	0	0	0	151	0	26	1	0	0	0	0	2	0	0	0	0	0	9	101
exon-XM_006304128.2-1	GENE_exon-XM_006304128.2-1	rna-XM_006304128.2	protein_coding	0	10	0	166	0	0	0	0	0	0	0	40	0	28	0	0	0	0	0	4	0	0	0	0	0	6	102
exon-XM_006304158.2-1	GENE_exon-XM_006304158.2-1	rna-XM_006304158.2	protein_coding	3	7	8	370	5	1	17	0	0	0	0	168	2	39	8	0	0	0	0	3	1	0	0	0	0	3	144
exon-XM_006304162.2-1	GENE_exon-XM_006304162.2-1	rna-XM_006304162.2	protein_coding	0	10	9	308	3	0	5	0	0	0	0	147	0	15	9	0	0	0	0	1	0	0	0	0	0	9	139
exon-XM_006304165.2-1	GENE_exon-XM_006304165.2-1	rna-XM_006304165.2	protein_coding	2	9	5	358	10	0	0	0	0	0	0	160	2	44	5	0	0	0	0	2	0	0	0	0	0	8	145
exon-XM_006304194.2-1	GENE_exon-XM_006304194.2-1	rna-XM_006304194.2	protein_coding	0	4	2	266	2	0	2	0	0	0	0	152	0	21	2	0	0	0	0	0	0	0	0	0	0	4	89
exon-XM_006304222.2-1	GENE_exon-XM_006304222.2-1	rna-XM_006304222.2	protein_coding	0	6	1	392	5	0	2	0	0	0	0	158	0	29	1	0	0	0	0	1	0	0	0	0	0	5	199
exon-XM_006304224.2-1	GENE_exon-XM_006304224.2-1	rna-XM_006304224.2	protein_coding	0	4	1	250	8	0	6	0	0	0	0	121	0	25	1	0	0	0	0	3	0	0	0	0	0	1	93
exon-XM_006304232.2-1	GENE_exon-XM_006304232.2-1	rna-XM_006304232.2	protein_coding	0	3	0	272	9	0	0	0	0	0	0	135	0	19	0	0	0	0	0	2	0	0	0	0	0	2	110
exon-XM_006304272.2-1	GENE_exon-XM_006304272.2-1	rna-XM_006304272.2	protein_coding	0	9	0	255	2	1	6	0	0	0	0	82	0	23	0	0	0	0	0	2	0	0	0	0	0	7	143
exon-XM_006304279.2-1	GENE_exon-XM_006304279.2-1	rna-XM_006304279.2	protein_coding	0	1	4	260	2	0	5	0	0	0	0	127	0	0	4	0	0	0	0	0	0	0	0	0	0	1	126
exon-XM_006304312.2-1	GENE_exon-XM_006304312.2-1	rna-XM_006304312.2	protein_coding	0	5	2	216	6	0	6	0	0	0	0	110	0	0	2	0	0	0	0	0	0	0	0	0	0	5	94
exon-XM_006304316.2-1	GENE_exon-XM_006304316.2-1	rna-XM_006304316.2	protein_coding	0	6	6	377	13	0	4	0	0	0	0	169	0	43	6	0	0	0	0	3	0	0	0	0	0	3	150
exon-XM_006304322.1-1	GENE_exon-XM_006304322.1-1	rna-XM_006304322.1	protein_coding	0	11	6	338	0	0	0	0	0	0	0	149	0	0	6	0	0	0	0	0	0	0	0	0	0	11	189
exon-XM_006304323.2-1	GENE_exon-XM_006304323.2-1	rna-XM_006304323.2	protein_coding	0	8	7	278	3	0	1	0	0	0	0	80	0	18	7	0	0	0	0	1	0	0	0	0	0	7	177
exon-XM_006304324.1-1	GENE_exon-XM_006304324.1-1	rna-XM_006304324.1	protein_coding	0	5	5	334	0	0	0	0	0	0	0	244	0	0	5	0	0	0	0	0	0	0	0	0	0	5	90
exon-XM_006304343.2-1	GENE_exon-XM_006304343.2-1	rna-XM_006304343.2	protein_coding	0	8	10	280	4	1	3	0	0	0	0	108	0	32	10	0	0	0	0	2	0	0	0	0	0	5	135
exon-XM_006304349.1-1	GENE_exon-XM_006304349.1-1	rna-XM_006304349.1	protein_coding	0	2	1	326	0	0	0	0	0	0	0	178	0	0	1	0	0	0	0	0	0	0	0	0	0	2	148
exon-XM_006304361.2-1	GENE_exon-XM_006304361.2-1	rna-XM_006304361.2	protein_coding	0	8	1	319	5	0	1	0	0	0	0	173	0	0	1	0	0	0	0	0	0	0	0	0	0	8	140
exon-XM_006304364.2-1	GENE_exon-XM_006304364.2-1	rna-XM_006304364.2	protein_coding	0	2	0	262	7	0	2	0	0	0	0	146	0	0	0	0	0	0	0	1	0	0	0	0	0	1	107
exon-XM_006304365.2-1	GENE_exon-XM_006304365.2-1	rna-XM_006304365.2	protein_coding	0	5	12	242	4	0	5	0	0	0	0	120	0	9	12	0	0	0	0	0	0	0	0	0	0	5	104
exon-XM_006304385.2-1	GENE_exon-XM_006304385.2-1	rna-XM_006304385.2	protein_coding	0	12	4	177	0	0	0	0	0	0	0	65	0	25	4	0	0	0	0	3	0	0	0	0	0	10	89
exon-XM_006304394.2-1	GENE_exon-XM_006304394.2-1	rna-XM_006304394.2	protein_coding	0	0	1	170	0	0	0	0	0	0	0	170	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006304418.2-1	GENE_exon-XM_006304418.2-1	rna-XM_006304418.2	protein_coding	0	3	4	168	7	0	1	0	0	0	1	123	0	0	3	0	0	0	0	0	0	0	0	0	0	3	37
exon-XM_006304439.1-1	GENE_exon-XM_006304439.1-1	rna-XM_006304439.1	protein_coding	0	11	4	319	0	0	0	0	0	0	0	111	0	40	4	0	0	0	0	3	0	0	0	0	0	8	171
exon-XM_006304458.2-1	GENE_exon-XM_006304458.2-1	rna-XM_006304458.2	protein_coding	1	4	10	188	3	0	5	1	1	0	0	107	1	0	8	0	0	0	0	0	0	0	0	0	0	4	73
exon-XM_006304503.2-1	GENE_exon-XM_006304503.2-1	rna-XM_006304503.2	protein_coding	0	8	5	274	2	1	1	0	0	0	0	147	0	0	5	0	0	0	0	0	0	0	0	0	0	7	124
exon-XM_006304530.2-1	GENE_exon-XM_006304530.2-1	rna-XM_006304530.2	protein_coding	0	14	21	313	26	2	20	0	0	0	0	129	0	0	21	0	0	0	0	0	0	0	0	0	0	12	138
exon-XM_006304558.1-1	GENE_exon-XM_006304558.1-1	rna-XM_006304558.1	protein_coding	0	2	2	256	0	0	0	0	1	0	0	131	0	0	1	0	0	0	0	0	0	0	0	0	0	2	125
exon-XM_006304564.2-1	GENE_exon-XM_006304564.2-1	rna-XM_006304564.2	protein_coding	0	9	4	320	8	0	2	0	0	0	0	162	0	29	4	0	0	0	0	2	0	0	0	0	0	7	121
exon-XM_006304578.2-1	GENE_exon-XM_006304578.2-1	rna-XM_006304578.2	protein_coding	0	4	2	218	10	0	10	0	0	0	0	105	0	0	2	0	0	0	0	0	0	0	0	0	0	4	93
exon-XM_006304590.2-1	GENE_exon-XM_006304590.2-1	rna-XM_006304590.2	protein_coding	0	9	2	252	0	0	5	0	0	0	0	143	0	17	2	0	0	0	0	1	0	0	0	0	0	8	88
exon-XM_006304609.2-1	GENE_exon-XM_006304609.2-1	rna-XM_006304609.2	protein_coding	0	0	0	62	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exon-XM_006304620.2-1	GENE_exon-XM_006304620.2-1	rna-XM_006304620.2	protein_coding	0	2	5	252	0	1	4	1	0	0	0	134	0	2	4	0	0	0	0	0	0	0	0	0	0	1	112
exon-XM_006304628.2-1	GENE_exon-XM_006304628.2-1	rna-XM_006304628.2	protein_coding	0	22	3	354	0	0	0	0	0	0	0	149	0	88	3	0	0	0	0	7	0	0	0	0	0	16	123
exon-XM_006304659.2-1	GENE_exon-XM_006304659.2-1	rna-XM_006304659.2	protein_coding	0	4	2	217	6	0	2	0	0	0	0	155	0	10	2	0	0	0	0	1	0	0	0	0	0	4	44
exon-XM_006304672.2-1	GENE_exon-XM_006304672.2-1	rna-XM_006304672.2	protein_coding	0	4	6	189	1	1	3	0	0	0	0	50	0	20	6	0	0	0	0	0	0	0	0	0	0	3	115
exon-XM_006304674.2-1	GENE_exon-XM_006304674.2-1	rna-XM_006304674.2	protein_coding	0	8	8	158	9	0	7	0	0	0	0	44	0	62	8	0	0	0	0	5	0	0	0	0	0	5	39
exon-XM_006304704.2-1	GENE_exon-XM_006304704.2-1	rna-XM_006304704.2	protein_coding	0	32	5	353	3	1	6	0	3	0	0	187	0	0	2	0	0	0	0	0	0	0	0	0	0	31	157
exon-XM_006304707.2-1	GENE_exon-XM_006304707.2-1	rna-XM_006304707.2	protein_coding	0	2	0	245	1	0	3	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	2	158
exon-XM_006304722.2-1	GENE_exon-XM_006304722.2-1	rna-XM_006304722.2	protein_coding	0	1	1	258	5	0	7	0	0	0	0	112	0	9	1	0	0	0	0	0	0	0	0	0	0	1	125
exon-XM_006304730.2-1	GENE_exon-XM_006304730.2-1	rna-XM_006304730.2	protein_coding	0	46	11	381	3	0	0	0	0	0	0	179	0	14	11	0	0	0	0	1	0	0	0	0	0	45	186
exon-XM_006304761.2-1	GENE_exon-XM_006304761.2-1	rna-XM_006304761.2	protein_coding	2	6	0	226	8	0	0	0	0	0	0	162	0	9	0	0	0	0	2	3	0	0	0	0	0	5	50
exon-XM_006304779.2-1	GENE_exon-XM_006304779.2-1	rna-XM_006304779.2	protein_coding	0	5	0	350	4	0	7	0	0	0	0	178	0	34	0	0	0	0	0	0	0	0	0	0	0	5	127
exon-XM_006304789.2-1	GENE_exon-XM_006304789.2-1	rna-XM_006304789.2	protein_coding	0	3	3	275	4	0	3	0	0	0	0	112	0	26	3	0	0	0	0	1	0	0	0	0	0	2	131
exon-XM_006304865.2-1	GENE_exon-XM_006304865.2-1	rna-XM_006304865.2	protein_coding	0	6	3	318	14	0	6	0	0	0	0	91	0	48	3	0	0	0	0	1	0	0	0	0	0	5	160
exon-XM_006304905.2-1	GENE_exon-XM_006304905.2-1	rna-XM_006304905.2	protein_coding	0	14	10	172	0	0	7	2	0	0	0	105	0	0	8	0	0	0	0	0	0	0	0	0	0	14	60
exon-XM_006304918.2-1	GENE_exon-XM_006304918.2-1	rna-XM_006304918.2	protein_coding	0	20	35	350	5	1	10	0	0	1	0	95	0	80	34	0	0	0	0	2	0	1	0	0	0	17	161
exon-XM_006304929.2-1	GENE_exon-XM_006304929.2-1	rna-XM_006304929.2	protein_coding	1	14	9	326	9	0	0	1	0	0	0	131	0	68	8	0	0	0	0	4	0	0	1	0	0	10	120
exon-XM_006304954.2-1	GENE_exon-XM_006304954.2-1	rna-XM_006304954.2	protein_coding	0	9	1	326	10	0	4	0	0	0	0	136	0	39	1	0	0	0	0	4	0	0	0	0	0	5	139
exon-XM_006304983.2-1	GENE_exon-XM_006304983.2-1	rna-XM_006304983.2	protein_coding	0	11	2	381	10	0	1	0	0	0	0	175	0	63	2	0	0	0	0	1	0	0	0	0	0	10	133
exon-XM_006305002.2-1	GENE_exon-XM_006305002.2-1	rna-XM_006305002.2	protein_coding	0	8	1	177	9	0	2	0	0	0	0	79	0	17	1	0	0	0	0	1	0	0	0	0	0	7	71
exon-XM_006305014.2-1	GENE_exon-XM_006305014.2-1	rna-XM_006305014.2	protein_coding	0	16	6	267	4	1	6	0	0	0	0	102	0	20	6	0	0	0	0	1	0	0	0	0	0	14	135
exon-XM_006305039.2-1	GENE_exon-XM_006305039.2-1	rna-XM_006305039.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
